Title,Description,Price,Manufactured Year,Region
"Chevrolet Spark, 2 евро позиция","Торг есть 2012г., 1.3 л, Газ-бензин, 218 000 км, Зеленый, Хэтчбек, КПП Механика, Литые диски, Дневные ходовые огни, Противотуманки, Обог…",6000,2012,Навои
"Chevrolet Matiz, 2 позиция","Торг есть 2010г., 0.8 л, Газ-бензин, Серый, Хэтчбек, КПП Механика, Аудиосистема, Mator xadavoy ishi yoq kuzuf yaxshi maytafon kalonka ra…",4000,2010,Фергана
"Chevrolet Lacetti, 3 позиция","Торг есть 2021г., 1.5 л, Бензин, Белый, Седан, КПП Автомат, Литые диски, Люк, Противотуманки, Обогрев зеркал, Шторки, Кожа, Аудиосистема…",14800,2021,Ташкент
"Chevrolet Lacetti, 1 позиция Газ-бензин","2020г., 1.5 л, Газ-бензин, 22 000 км, Белый, Седан, КПП Механика, Обогрев зеркал, Аудиосистема, Гидравлика руля, ABS, Полный э…",13000,2020,Яккабагский район
"Chevrolet Lacetti, 1 позиция Газ-бензин","2020г., 1.5 л, Газ-бензин, 22 000 км, Белый, Седан, КПП Механика, Обогрев зеркал, Аудиосистема, Гидравлика руля, ABS, Полный э…",13000,2020,Яккабагский район
ВАЗ (Lada) 2102,"1981г., Бензин, Зеленый, Фургон, КПП Механика",1600,1981,Ташкент
"Chevrolet Spark, 3 позиция","2012г., 1.1 л, Газ-бензин, 313 290 км, Хэтчбек, КПП Механика, Рейлинги, Противотуманки, Аудиосистема, Гидравлика руля, ABS, По…",5300,2012,Ангрен
"Chevrolet Lacetti, 2 позиция","Торг есть 2012г., 1.8 л, Газ-бензин, 165 000 км, Белый, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлика ру…",9000,2012,Самарканд
ВАЗ (Lada) 2106,"Торг есть 1982г., 0.8 л, Газ-бензин, Фиолетовый, Седан, КПП Механика, Литые диски, Багажник, Аудиосистема, Встроенный телефон, MP3, USB",1381,1982,Шахрисабз
Daewoo Matiz Creative,"Торг есть 2004г., 1 л, Бензин, 91 000 км, Серебристый, Хэтчбек, КПП Механика, Аудиосистема, CD, CD-чейнджер, MP3, USB, DVD, DVD-чейнджер…",3223,2004,Кошкупырский район
ВАЗ (Lada) 2105,"1984г., 1.4 л, Бензин, 1 000 000 км, Бежевый, Хэтчбек, КПП Механика, Аудиосистема, USB, Встроенный телефон, Bluetooth, Стекло…",1900,1984,Самарканд
Daewoo Damas,"Торг есть 2007г., Газ-бензин, 122 658 км, Белый, Седан, КПП Механика, Тонировка, Дневные ходовые огни, Велюр, Встроенный телефон, Matizg…",2500,2007,Шурчинский район
"Chevrolet Spark, 2 позиция","Торг есть 2017г., 1.3 л, Газ-бензин, 126 000 км, Дельфин, Хэтчбек, КПП Механика, Противотуманки, Аудиосистема, ABS, Полный электропакет,…",6600,2017,Ташкент
"Chevrolet Orlando, 2 позиция","Торг есть 2015г., 1.8 л, Газ-бензин, 220 км, Черный, Минивэн, КПП Механика, Люк, Дневные ходовые огни, Противотуманки, Обогрев зеркал, Ш…",13000,2015,Самарканд
ВАЗ (Lada) Нива,"2000г., Бензин, 177 000 км, КПП Механика",6000,2000,Фергана
"Chevrolet Nexia 3, 4 позиция","2022г., 1.5 л, Бензин, 264 км, Белый, Седан, КПП Автомат, Литые диски, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлик…",11300,2022,Самарканд
"Chevrolet Cobalt, 2 позиция","Торг есть 2014г., 1.6 л, Газ-бензин, 105 000 км, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Шторки, Аудиосистема, DVD-чейнджер…",10000,2014,Турткульский район
ВАЗ (Lada) 2106,"Есть доставка 1980г., 1.6 л, Бензин, 300 000 км, Седан, КПП Механика, Литые диски, Дневные ходовые огни, Велюр, Аудиосистема, Капитални ремо…",1100,1980,Китабский район
Daewoo Matiz (Standart),"Торг есть 2008г., Бензин, 65 000 км, Черный, Седан, КПП Механика, Велюр, Кондиционер, Урилмаган тоза",3700,2008,Бухара
"Chevrolet Nexia 2, 4 позиция DOHC","Торг есть 2014г., 1.6 л, Бензин, 25 000 км, Седан, КПП Механика, Литые диски, Противотуманки, Обогрев зеркал, Аудиосистема, Встроенный т…",7700,2014,Фергана
Toyota Estima,"Есть доставкаТорг есть 2008г., 2.4 л, Газ-бензин, 150 000 км, Черный, Минивэн, КПП Вариатор, Тонировка, Ксенон, Велюр, Гидравлика руля, ABS, Подушка…",15000,2008,Ургенч
Land Rover Range Rover Sport,"Торг есть 2009г., Бензин, 350 000 км, Универсал, КПП Автомат",25000,2009,Ташкент
Kia K5,"Торг есть 2021г., 2.5 л, Бензин, Седан, КПП Автомат",44500,2021,Ташкент
"Chevrolet Captiva, 4 позиция","2018г., Бензин, 4 800 км, Черный, Кроссовер, КПП Автомат, Литые диски, Люк, Рейлинги, Противотуманки, Обогрев зеркал, Аудиосис…",27500,2018,Ташкент
Land Rover Range Rover Sport,"Торг есть 2009г., Бензин, 350 000 км, Универсал, КПП Автомат",25000,2009,Ташкент
Kia K5,"Торг есть 2021г., 2.5 л, Бензин, Седан, КПП Автомат",44500,2021,Ташкент
"Chevrolet Captiva, 4 позиция","2018г., Бензин, 4 800 км, Черный, Кроссовер, КПП Автомат, Литые диски, Люк, Рейлинги, Противотуманки, Обогрев зеркал, Аудиосис…",27500,2018,Ташкент
"Chevrolet Lacetti, 1 позиция","2020г., 1.8 л, Бензин, Седан, КПП Механика, Обогрев зеркал, Аудиосистема, Гидравлика руля, ABS, Полный электропакет, Центрозам…",14800,2020,Ташкент
"Chevrolet Cobalt, 4 позиция","2022г., 1.5 л, Бензин, 30 км, Мокрый асфальт, Седан, КПП Автомат, Литые диски, Люк, Рейлинги, Противотуманки, Обогрев зеркал,…",12800,2022,Ташкент
Chevrolet Damas,"2021г., 3.7 л, Бензин, 30 км, Мокрый асфальт, Хэтчбек, КПП Механика, Damas zavoddan togri uyga kelib turbdi",8287,2021,Хазараспский район
"Chevrolet Cobalt, 4 позиция","2022г., 1.5 л, Бензин, 22 км, Белый, Седан, КПП Автомат, Литые диски, Люк, Рейлинги, Противотуманки, Обогрев зеркал, Гидравлик…",12600,2022,Ташкент
ВАЗ (Lada) Vesta,"Торг есть 2018г., 1.6 л, Газ-бензин, 35 000 км, Оранжевый, Универсал, КПП Механика, Машинада росход йок краска родной текширтирип олавер…",12000,2018,Хивинский район
Daewoo Nexia,"2005г., 1.5 л, Газ-бензин, 260 000 км, Седан, КПП Механика, Нексия 1 донс 2005 йил 260.000 км гази бор краскаси бор",4200,2005,Ташкент
"Chevrolet Nexia 3, 2 позиция","2020г., 1.5 л, Газ-бензин, 13 000 км, Белый, Седан, КПП Механика, Противотуманки, Аудиосистема, Встроенный телефон, Bluetooth,…",9669,2020,Ханкинский район
"Chevrolet Lacetti, 3 позиция","2022г., 1.6 л, Бензин, 30 км, Черный, Седан, КПП Автомат, Литые диски, Люк, Противотуманки, Обогрев зеркал, Аудиосистема, Гидр…",15750,2022,Ташкент
ВАЗ (Lada) 2106,"Торг есть 1988г., Газ, Седан, КПП Механика",2500,1988,Наманган
Hyundai Elantra,"2017г., 1.6 л, Бензин, 56 000 км, Белый, Седан, КПП Автомат, Литые диски, Люк, Дневные ходовые огни, Противотуманки, Аудиосист…",26000,2017,Ташкент
"Chevrolet Spark, 4 позиция","2022г., 1.3 л, Бензин, 20 км, Белый, Хэтчбек, КПП Механика, Литые диски, Противотуманки, Аудиосистема, Гидравлика руля, ABS, П…",10150,2022,Ташкент
Daewoo Damas,"Торг есть 2008г., 0.8 л, Газ-бензин, Белый, Микровэн, КПП Механика, MP3, Техосмотр пройден, Вложений не требует, Полный шумка, бутылка о…",5500,2008,Куйичирчикский район
"Chevrolet Nexia 2, 2 позиция DOHC","Торг есть 2009г., 1.6 л, Газ-бензин, Черный, Седан, КПП Механика, Аудиосистема, Гидравлика руля, Holati yaxsh",5064,2009,Наманган
